title;unit;in_storage;type;cost;gost;fasovka;characteristic;main_provider
Глазурь БРИЛЛО КАРАМЕЛЬ ;кг;0;Глазурь;1656.00;;(ведро 6 кг.);;1
Глазурь БРИЛЛО ШОКОЛАД ;кг;0;Глазурь;1728.00;;(ведро 6 кг.);;1
Глазурь БРИЛЛО БЕЛЫЙ ШОКОЛАД ;кг;0;Глазурь;2016.00;;(ведро 6 кг.);;1
Глазурь желейная БРИЛГЕЛЬ ;кг;0;Глазурь;1620.00;;(ведро 6 кг.);;1
Глазурь желейная БРИЛГЕЛЬ ;кг;0;Глазурь;396;;(ведро 1 кг.);;1
Глазурь желейная ФРИО ;кг;0;Глазурь;1512.00;;(ведро 7 кг.);;1
Глазурь желейная КОЛДГЕЛЬ NEW ;кг;0;Глазурь;1188.00;;(ведро 6 кг.);;1
Глазурь желейная ДЕКОРГЕЛЬ нейтральная ;кг;0;Глазурь;432;;(ведро 1 кг.);;1
Глазурь желейная абрикосовая ;кг;0;Глазурь;4248.00;;(ведро 25 кг.);;1
Глазурь желейная НОВОГЕЛЬ нейтральная ;кг;0;Глазурь;360;;(ведро 1 кг.);;1
Глазурь желейная НОВОГЕЛЬ нейтральная ;кг;0;Глазурь;1332.00;;(ведро 6 кг.);;1
Глазурь желейная НОВОГЕЛЬ нейтральная ;кг;0;Глазурь;2484.00;;(ведро 12 кг.);;1
Глазурь желейная РОЯЛГЕЛЬ ;кг;0;Глазурь;3204.00;;(ведро 14 кг.);;1
Глазурь гляссажная КОВЕРГЛАС ШОКОЛАД ;кг;0;Глазурь;720;;(ведро 3 кг.);;1
Глазурь гляссажная КОВЕРГЛАС БЕЛЫЙ ШОКОЛАД ;кг;0;Глазурь;770.4;;(ведро 3 кг.);;1
Глазурь гляссажная КОВЕРГЛАС КЛУБНИКА ;кг;0;Глазурь;770.4;;(ведро 3 кг.);;1
Глазурь гляссажная КОВЕРГЛАС ЛАЙМ ;кг;0;Глазурь;792;;(ведро 3 кг.);;1
Глазурь гляссажная КОВЕРГЛАС КАРАМЕЛЬ ;кг;0;Глазурь;770.4;;(ведро 3 кг.);;1
Глазурь гляссажная КОВЕРГЛАС КАРАМЕЛЬ МУ ;кг;0;Глазурь;828;;(ведро 3 кг.);;1
Глазурь мягкая МИРУАР АПЕЛЬСИН ;кг;0;Глазурь;1512.00;;(ведро 3 кг.);;1
Глазурь мягкая МИРУАР ВАНИЛЬ ;кг;0;Глазурь;1584.00;;(ведро 3 кг.);;1
Глазурь мягкая МИРУАР КЛУБНИКА ;кг;0;Глазурь;1584.00;;(ведро 3 кг.);;1
Глазурь мягкая МИРУАР ФИСТАШКА ;кг;0;Глазурь;1512.00;;(ведро 3 кг.);;1
Глазурь желейная МИРУАР ШОКОЛАД ;кг;0;Глазурь;1476.00;;(ведро 3 кг.);;1
Шоколад темный 36/38 ;кг;0;шоколад;4802.40;;(короб 10 кг.);;1
Шоколад молочный 30/32 ;кг;0;шоколад;4464.00;;(короб 10 кг.);;1
Шоколад белый 32/34 ;кг;0;шоколад;4939.20;;(короб 10 кг.);;1
Шоколад темный 36/38 ;кг;0;шоколад;1375.20;;(пакет 2.5 кг.);;1
Шоколад молочный 30/32 ;кг;0;шоколад;1296.00;;(пакет 2.5 кг.);;1
Шоколад белый 32/34 ;кг;0;шоколад;1512.00;;(пакет 2.5 кг.);;1
Шоколад темный ШОКО НЕРО 72% ;кг;0;шоколад;5328.00;;(короб 10 кг.);;1
Шоколад темный ШОКО НЕРО 52% ;кг;0;шоколад;4248.00;;(короб 10 кг.);;1
Шоколад молочный ШОКО ЛАТТЕ 30% ;кг;0;шоколад;4896.00;;(короб 10 кг.);;1
Шоколад белый ШОКО БЬЯНКО 34/36 ;кг;0;шоколад;5256.00;;(короб 10 кг.);;1
Посыпка шоколадная КРОШКА ТЕМНАЯ ;кг;0;шоколад;432;;(мешок 1 кг.);;1
Посыпка шоколадная КРОШКА ТЕМНАЯ ;кг;0;шоколад;2016.00;;(мешок 5 кг.);;1
Посыпка шоколадная КРОШКА МОЛОЧНАЯ ;кг;0;шоколад;432;;(мешок 1 кг.);;1
Посыпка шоколадная КРОШКА БЕЛАЯ ;кг;0;шоколад;540;;(мешок 1 кг.);;1
Посыпка шоколадная ВЕРМИШЕЛЬ БЕЛАЯ ;кг;0;шоколад;2520.00;;(мешок 5 кг.);;1
Посыпка шоколадная ВЕРМИШЕЛЬ ТЕМНАЯ ;кг;0;шоколад;432;;(мешок 1 кг.);;1
Посыпка шоколадная ВЕРМИШЕЛЬ МОЛОЧНАЯ ;кг;0;шоколад;432;;(мешок 1 кг.);;1
Посыпка шоколадная ВЕРМИШЕЛЬ БЕЛАЯ ;кг;0;шоколад;504;;(мешок 1 кг.);;1
Какао-масло ;кг;0;какао;4176.00;;(ведро 4 кг.);;1
Какао-масло ;кг;0;какао;828;;(ведро 0.75 кг.);;1
Какао-масло ;кг;0;какао;4032.00;;(ведро 4 кг.);;1
Какао-паста ;кг;0;какао;2592.00;;(короб 4 кг.);;1
Какао-порошок 10/12 ;кг;0;какао;430.56;;(пакет 1 кг.);;1
Какао-порошок 22/24 ;кг;0;какао;576;;(пакет 1 кг.);;1
Какао-порошок 22/24 10х1 кг. ;кг;0;какао;5760.00;;(короб 10 кг.);;1
Какао-порошок 22/24 ;кг;0;какао;547.2;;(пакет 1 кг.);;1
Какао-порошок 22/24 ;кг;0;какао;9792.00;;(мешок 20 кг.);;1
Глазурь сахарная белая ;кг;0;глазурь;3636.00;;(ведро 25 кг.);;1
Глазурь сахарная ;кг;0;глазурь;2448.00;;(короб 15 кг.);;1
Глазурь сахарная ФОНДАНТ СОФТ ;кг;0;глазурь;2592.00;;(ведро 14 кг.);;1
Глазурь сахарн.ореховая РЕАЛ ;кг;0;глазурь;432;;(мешок 1 кг.);;1
Глазурь кондит."Шок.термостаб.капли 1200" ;кг;0;глазурь;432;;(мешок 1 кг.);;1
Глазурь кондит."Шок.термостаб.капли 1600" ;кг;0;глазурь;432;;(мешок 1 кг.);;1
Глазурь белая КИРОН ;кг;0;глазурь;3600.00;;(короб 10 кг.);;1
Глазурь какаосодержащая КИРОН ;кг;0;глазурь;3312.00;;(короб 10 кг.);;1
Глазурь кондит."Шок.термостаб.капли 1200" ;кг;0;глазурь;7200.00;;(мешок 25 кг.);;1
Глазурь кондит."Шок.термостаб.капли 1600" ;кг;0;глазурь;7344.00;;(мешок 25 кг.);;1
Глазурь белая "Шок.термостаб.капли 1600" ;кг;0;глазурь;3528.00;;(короб 10 кг.);;1
Глазурь кондит."Шок.диски ИТАЛИКА" ;кг;0;глазурь;446.4;;(мешок 1 кг.);;1
Глазурь кондит."Шок.диски ИТАЛИКА" ;кг;0;глазурь;6768.00;;(мешок 25 кг.);;1
Глазурь какаосодерж.конд."Шок.диски ТОПКОВЕР" ;кг;0;глазурь;3960.00;;(короб 10 кг.);;1
Глазурь белая "Шок.диски ТОПКОВЕР" ;кг;0;глазурь;3672.00;;(мешок 10 кг.);;1
Глазурь белая "Шок.диски ИТАЛИКА" ;кг;0;глазурь;504;;(мешок 1 кг.);;1
Глазурь белая "Шок.диски ИТАЛИКА" ;кг;0;глазурь;7920.00;;(мешок 25 кг.);;1
Глазурь "М" Молочный шоколад ;кг;0;глазурь;4086.72;;(ведро 2.5 кг.);;1
Глазурь "М" Шоколад ;кг;0;глазурь;6984.00;;(банка 5.5 кг.);;1
Глазурь "М" Белый шоколад ;кг;0;глазурь;2736.00;;(ведро 2.3 кг.);;1
Глазурь "М" Фисташка ;кг;0;глазурь;6480.00;;(ведро 2.3 кг.);;1
Глазурь "М" Лесной орех ;кг;0;глазурь;3456.00;;(ведро 2.3 кг.);;1
Глазурь "М" Клубника ;кг;0;глазурь;3600.00;;(ведро 2.5 кг.);;1
Глазурь "М" Лимон ;кг;0;глазурь;3168.00;;(ведро 2.3 кг.);;1
Венская помадка;кг;4;Кондитерские смеси;0;;;;1
Венский пирог микс "Бакальдрин";кг;9;Кондитерские смеси;0;;;;1
Духи сухие;кг;5;Кондитерские смеси;0;;;;1
ИЗИ Бисквит  смесь;кг;3;Кондитерские смеси;0;;;;1
Изи Бисквит Какао;кг;8;Кондитерские смеси;0;;;;1
ИЗИ  Старт (для бездрожжевых изделий);кг;9;Кондитерские смеси;0;;;;1
Кейк Микс (бисквит,кекс,печенье) 25 кг;кг;3;Кондитерские смеси;0;;;;1
Концентрат для пончиков Бакальдрин;кг;1;Кондитерские смеси;0;;;;1
Макарони микс смесь миндально-белковая;кг;6;Кондитерские смеси;0;;;;1
Макарони  смесь шоколадная Баргус 4В90201;кг;3;Кондитерские смеси;0;;;;1
Микс Захер;кг;8;Кондитерские смеси;0;;;;1
Пурамаффин;кг;5;Кондитерские смеси;0;;;;1
Смесь для бисквита  Красный Бархат;кг;10;Кондитерские смеси;0;;;;1
Смесь для бисквита  основного  "Экстра" 4В40101;кг;8;Кондитерские смеси;0;;;;1
Смесь для бисквита Супер Бисквит новый;кг;6;Кондитерские смеси;0;;;;1
Смесь для заварного теста "Шу Микс"(СиЭсЭм);кг;7;Кондитерские смеси;0;;;;1
Смесь для кекса и маф шоколад (мучная) Росмикс 04119;кг;5;Кондитерские смеси;0;;;;1
Смесь для кекса и маффина (мучная) Росмикс 04102;кг;1;Кондитерские смеси;0;;;;1
Смесь для маффинов"Королевский ШокоМаффин 12-ти%"10кг;кг;5;Кондитерские смеси;0;;;;1
Смесь для маффина "Профи-Маффин";кг;6;Кондитерские смеси;0;;;;1
Смесь для маффина (белая) 4В30504;кг;2;Кондитерские смеси;0;;;;1
Смесь  для маффина Ваниль20;кг;8;Кондитерские смеси;0;;;;1
Смесь для маффина ФА Маффин Ванильно-сливочный;кг;3;Кондитерские смеси;0;;;;1
Смесь для маффина ФА Маффин Шоколадный Экстра;кг;2;Кондитерские смеси;0;;;;1
Смесь Имбирный пряник;кг;1;Кондитерские смеси;0;;;;1
Смесь  Кондитер Микс;кг;9;Кондитерские смеси;0;;;;1
Смесь конц."Монтемикс" 45/01Ш;кг;7;Кондитерские смеси;0;;;;1
Смесь конц. для маффинов "Маффин С20";кг;8;Кондитерские смеси;0;;;;1
Смесь Монабейк 60/03;кг;5;Кондитерские смеси;0;;;;1
Смесь Монабейк 60/05;кг;10;Кондитерские смеси;0;;;;1
Смесь Монтебисквит 12/05;кг;7;Кондитерские смеси;0;;;;1
Смесь Монтебисквит 12/05 Ш;кг;4;Кондитерские смеси;0;;;;1
Смесь Монтемикс 45/01;кг;1;Кондитерские смеси;0;;;;1
Смесь Монтемикс 45/01 Ш;кг;2;Кондитерские смеси;0;;;;1
Смесь Профимикс 25/01;кг;4;Кондитерские смеси;0;;;;1
Смесь Сдоба Микс;кг;9;Кондитерские смеси;0;;;;1
